TRACT,YEAR,HOUSING TYPE,POPULATION
185.19,2030,Group Quarters - Other,199
185.19,2030,Household,5900
185.19,2035,Group Quarters - College,6
185.19,2035,Group Quarters - Military,0
185.19,2035,Group Quarters - Other,206
185.19,2035,Household,5895
185.19,2040,Group Quarters - College,6
185.19,2040,Group Quarters - Military,0
185.19,2040,Group Quarters - Other,213
185.19,2040,Household,5819
185.19,2045,Group Quarters - College,6
185.19,2045,Group Quarters - Military,0
185.19,2045,Group Quarters - Other,221
185.19,2045,Household,5822
185.19,2050,Group Quarters - College,6
185.19,2050,Group Quarters - Military,0
185.19,2050,Group Quarters - Other,229
185.19,2050,Household,5809
186.01,2012,Group Quarters - College,0
186.01,2012,Group Quarters - Military,0
186.01,2012,Group Quarters - Other,31
186.01,2012,Household,4784
186.01,2020,Group Quarters - College,0
186.01,2020,Group Quarters - Military,0
186.01,2020,Group Quarters - Other,29
186.01,2020,Household,4864
186.01,2025,Group Quarters - College,2
186.01,2025,Group Quarters - Military,0
186.01,2025,Group Quarters - Other,30
186.01,2025,Household,4880
186.01,2030,Group Quarters - College,2
186.01,2030,Group Quarters - Military,0
186.01,2030,Group Quarters - Other,30
186.01,2030,Household,4903
186.01,2035,Group Quarters - College,2
186.01,2035,Group Quarters - Military,0
186.01,2035,Group Quarters - Other,30
186.01,2035,Household,4882
186.01,2040,Group Quarters - College,2
186.01,2040,Group Quarters - Military,0
186.01,2040,Group Quarters - Other,30
186.01,2040,Household,4840
186.01,2045,Group Quarters - College,2
186.01,2045,Group Quarters - Military,0
186.01,2045,Group Quarters - Other,31
186.01,2045,Household,4834
186.01,2050,Group Quarters - College,2
186.01,2050,Group Quarters - Military,0
186.01,2050,Group Quarters - Other,32
186.01,2050,Household,4834
186.03,2012,Group Quarters - College,0
186.03,2012,Group Quarters - Military,0
186.03,2012,Group Quarters - Other,222
186.03,2012,Household,6625
186.03,2020,Group Quarters - College,0
186.03,2020,Group Quarters - Military,0
186.03,2020,Group Quarters - Other,215
186.03,2020,Household,6692
186.03,2025,Group Quarters - College,4
186.03,2025,Group Quarters - Military,0
186.03,2025,Group Quarters - Other,223
186.03,2025,Household,6804
186.03,2030,Group Quarters - College,4
186.03,2030,Group Quarters - Military,0
186.03,2030,Group Quarters - Other,225
186.03,2030,Household,6936
186.03,2035,Group Quarters - College,5
186.03,2035,Group Quarters - Military,0
186.03,2035,Group Quarters - Other,227
186.03,2035,Household,7439
186.03,2040,Group Quarters - College,6
186.03,2040,Group Quarters - Military,0
186.03,2040,Group Quarters - Other,230
186.03,2040,Household,7529
186.03,2045,Group Quarters - College,7
186.03,2045,Group Quarters - Military,0
186.03,2045,Group Quarters - Other,233
186.03,2045,Household,7526
186.03,2050,Group Quarters - College,8
186.03,2050,Group Quarters - Military,0
186.03,2050,Group Quarters - Other,236
186.03,2050,Household,7512
186.08,2012,Group Quarters - College,0
186.08,2012,Group Quarters - Military,0
186.08,2012,Group Quarters - Other,0
186.08,2012,Household,3182
186.08,2020,Group Quarters - College,0
186.08,2020,Group Quarters - Military,0
186.08,2020,Group Quarters - Other,0
186.08,2020,Household,3238
186.08,2025,Group Quarters - College,0
186.08,2025,Group Quarters - Military,0
186.08,2025,Group Quarters - Other,0
186.08,2025,Household,3236
186.08,2030,Group Quarters - College,0
186.08,2030,Group Quarters - Military,0
186.08,2030,Group Quarters - Other,0
186.08,2030,Household,3243
186.08,2035,Group Quarters - College,0
186.08,2035,Group Quarters - Military,0
186.08,2035,Group Quarters - Other,0
186.08,2035,Household,3244
186.08,2040,Group Quarters - College,0
186.08,2040,Group Quarters - Military,0
186.08,2040,Group Quarters - Other,0
186.08,2040,Household,3229
186.08,2045,Group Quarters - College,0
186.08,2045,Group Quarters - Military,0
186.08,2045,Group Quarters - Other,0
186.08,2045,Household,3214
186.08,2050,Group Quarters - College,0
186.08,2050,Group Quarters - Military,0
186.08,2050,Group Quarters - Other,0
186.08,2050,Household,3195
186.09,2012,Group Quarters - College,0
186.09,2012,Group Quarters - Military,0
186.09,2012,Group Quarters - Other,19
186.09,2012,Household,6189
186.09,2020,Group Quarters - College,0
186.09,2020,Group Quarters - Military,0
186.09,2020,Group Quarters - Other,16
186.09,2020,Household,6235
186.09,2025,Group Quarters - College,2
186.09,2025,Group Quarters - Military,0
186.09,2025,Group Quarters - Other,20
186.09,2025,Household,6291
186.09,2030,Group Quarters - College,2
186.09,2030,Group Quarters - Military,0
186.09,2030,Group Quarters - Other,23
186.09,2030,Household,6301
186.09,2035,Group Quarters - College,2
186.09,2035,Group Quarters - Military,0
186.09,2035,Group Quarters - Other,26
186.09,2035,Household,6319
186.09,2040,Group Quarters - College,2
186.09,2040,Group Quarters - Military,0
186.09,2040,Group Quarters - Other,29
186.09,2040,Household,6358
186.09,2045,Group Quarters - College,2
186.09,2045,Group Quarters - Military,0
186.09,2045,Group Quarters - Other,32
186.09,2045,Household,6309
186.09,2050,Group Quarters - College,2
186.09,2050,Group Quarters - Military,0
186.09,2050,Group Quarters - Other,35
186.09,2050,Household,6256
186.10,2012,Group Quarters - College,0
186.10,2012,Group Quarters - Military,0
186.10,2012,Group Quarters - Other,8
186.10,2012,Household,7674
186.10,2020,Group Quarters - College,0
186.10,2020,Group Quarters - Military,0
186.10,2020,Group Quarters - Other,0
186.10,2020,Household,7747
186.10,2025,Group Quarters - College,0
186.10,2025,Group Quarters - Military,0
186.10,2025,Group Quarters - Other,0
186.10,2025,Household,8337
186.10,2030,Group Quarters - College,0
186.10,2030,Group Quarters - Military,0
186.10,2030,Group Quarters - Other,0
186.10,2030,Household,8393
186.10,2035,Group Quarters - College,0
186.10,2035,Group Quarters - Military,0
186.10,2035,Group Quarters - Other,0
186.10,2035,Household,8429
186.10,2040,Group Quarters - College,0
186.10,2040,Group Quarters - Military,0
186.10,2040,Group Quarters - Other,0
186.10,2040,Household,8525
186.10,2045,Group Quarters - College,0
186.10,2045,Group Quarters - Military,0
186.10,2045,Group Quarters - Other,0
186.10,2045,Household,8481
186.10,2050,Group Quarters - College,0
186.10,2050,Group Quarters - Military,0
186.10,2050,Group Quarters - Other,0
186.10,2050,Household,8450
186.11,2012,Group Quarters - College,0
186.11,2012,Group Quarters - Military,0
186.11,2012,Group Quarters - Other,3
186.11,2012,Household,8630
186.11,2020,Group Quarters - College,0
186.11,2020,Group Quarters - Military,0
186.11,2020,Group Quarters - Other,0
186.11,2020,Household,9456
186.11,2025,Group Quarters - College,0
186.11,2025,Group Quarters - Military,0
186.11,2025,Group Quarters - Other,0
186.11,2025,Household,9583
186.11,2030,Group Quarters - College,0
186.11,2030,Group Quarters - Military,0
186.11,2030,Group Quarters - Other,0
186.11,2030,Household,9594
186.11,2035,Group Quarters - College,0
186.11,2035,Group Quarters - Military,0
186.11,2035,Group Quarters - Other,0
186.11,2035,Household,9589
186.11,2040,Group Quarters - College,0
186.11,2040,Group Quarters - Military,0
186.11,2040,Group Quarters - Other,0
186.11,2040,Household,9472
186.11,2045,Group Quarters - College,0
186.11,2045,Group Quarters - Military,0
186.11,2045,Group Quarters - Other,0
186.11,2045,Household,9378
186.11,2050,Group Quarters - College,0
186.11,2050,Group Quarters - Military,0
186.11,2050,Group Quarters - Other,0
186.11,2050,Household,9394
186.12,2012,Group Quarters - College,0
186.12,2012,Group Quarters - Military,0
186.12,2012,Group Quarters - Other,84
186.12,2012,Household,3306
186.12,2020,Group Quarters - College,0
186.12,2020,Group Quarters - Military,0
186.12,2020,Group Quarters - Other,82
186.12,2020,Household,3954
186.12,2025,Group Quarters - College,4
186.12,2025,Group Quarters - Military,0
186.12,2025,Group Quarters - Other,85
186.12,2025,Household,3977
186.12,2030,Group Quarters - College,4
186.12,2030,Group Quarters - Military,0
186.12,2030,Group Quarters - Other,89
186.12,2030,Household,3984
186.12,2035,Group Quarters - College,4
186.12,2035,Group Quarters - Military,0
186.12,2035,Group Quarters - Other,93
186.12,2035,Household,3990
186.12,2040,Group Quarters - College,4
186.12,2040,Group Quarters - Military,0
186.12,2040,Group Quarters - Other,97
186.12,2040,Household,3952
186.12,2045,Group Quarters - College,4
186.12,2045,Group Quarters - Military,0
186.12,2045,Group Quarters - Other,101
186.12,2045,Household,3949
186.12,2050,Group Quarters - College,4
186.12,2050,Group Quarters - Military,0
186.12,2050,Group Quarters - Other,105
186.12,2050,Household,3947
186.13,2012,Group Quarters - College,0
186.13,2012,Group Quarters - Military,0
186.13,2012,Group Quarters - Other,5
186.13,2012,Household,3492
186.13,2020,Group Quarters - College,0
186.13,2020,Group Quarters - Military,0
186.13,2020,Group Quarters - Other,1
186.13,2020,Household,3538
186.13,2025,Group Quarters - College,2
186.13,2025,Group Quarters - Military,0
186.13,2025,Group Quarters - Other,0
186.13,2025,Household,3581
186.13,2030,Group Quarters - College,2
186.13,2030,Group Quarters - Military,0
186.13,2030,Group Quarters - Other,0
186.13,2030,Household,3600
186.13,2035,Group Quarters - College,2
186.13,2035,Group Quarters - Military,0
186.13,2035,Group Quarters - Other,0
186.13,2035,Household,3606
186.13,2040,Group Quarters - College,2
186.13,2040,Group Quarters - Military,0
186.13,2040,Group Quarters - Other,0
186.13,2040,Household,3664
186.13,2045,Group Quarters - College,2
186.13,2045,Group Quarters - Military,0
186.13,2045,Group Quarters - Other,0
186.13,2045,Household,3646
186.13,2050,Group Quarters - College,2
186.13,2050,Group Quarters - Military,0
186.13,2050,Group Quarters - Other,0
186.13,2050,Household,3632
186.14,2012,Group Quarters - College,0
186.14,2012,Group Quarters - Military,0
186.14,2012,Group Quarters - Other,0
186.14,2012,Household,6496
186.14,2020,Group Quarters - College,0
186.14,2020,Group Quarters - Military,0
186.14,2020,Group Quarters - Other,0
186.14,2020,Household,6615
186.14,2025,Group Quarters - College,0
186.14,2025,Group Quarters - Military,0
186.14,2025,Group Quarters - Other,0
186.14,2025,Household,6648
186.14,2030,Group Quarters - College,0
186.14,2030,Group Quarters - Military,0
186.14,2030,Group Quarters - Other,0
186.14,2030,Household,6674
186.14,2035,Group Quarters - College,0
186.14,2035,Group Quarters - Military,0
186.14,2035,Group Quarters - Other,0
186.14,2035,Household,6664
186.14,2040,Group Quarters - College,0
186.14,2040,Group Quarters - Military,0
186.14,2040,Group Quarters - Other,0
186.14,2040,Household,6693
186.14,2045,Group Quarters - College,0
186.14,2045,Group Quarters - Military,0
186.14,2045,Group Quarters - Other,0
186.14,2045,Household,6677
186.14,2050,Group Quarters - College,0
186.14,2050,Group Quarters - Military,0
186.14,2050,Group Quarters - Other,0
186.14,2050,Household,6637
187,2012,Group Quarters - College,0
187,2012,Group Quarters - Military,16798
187,2012,Group Quarters - Other,0
187,2012,Household,21374
187,2020,Group Quarters - College,0
187,2020,Group Quarters - Military,16798
187,2020,Group Quarters - Other,0
187,2020,Household,26912
187,2025,Group Quarters - College,0
187,2025,Group Quarters - Military,16798
187,2025,Group Quarters - Other,0
187,2025,Household,26892
187,2030,Group Quarters - College,0
187,2030,Group Quarters - Military,16798
187,2030,Group Quarters - Other,0
187,2030,Household,27008
187,2035,Group Quarters - College,0
187,2035,Group Quarters - Military,16798
187,2035,Group Quarters - Other,0
187,2035,Household,26888
187,2040,Group Quarters - College,0
187,2040,Group Quarters - Military,16798
187,2040,Group Quarters - Other,0
187,2040,Household,26697
187,2045,Group Quarters - College,0
187,2045,Group Quarters - Military,16798
187,2045,Group Quarters - Other,0
187,2045,Household,26671
187,2050,Group Quarters - College,0
187,2050,Group Quarters - Military,16798
187,2050,Group Quarters - Other,0
187,2050,Household,26708
188.01,2012,Group Quarters - College,0
188.01,2012,Group Quarters - Military,0
188.01,2012,Group Quarters - Other,16
188.01,2012,Household,3649
188.01,2020,Group Quarters - College,0
188.01,2020,Group Quarters - Military,0
188.01,2020,Group Quarters - Other,13
188.01,2020,Household,4314
188.01,2025,Group Quarters - College,2
188.01,2025,Group Quarters - Military,0
188.01,2025,Group Quarters - Other,16
188.01,2025,Household,4695
188.01,2030,Group Quarters - College,2
188.01,2030,Group Quarters - Military,0
188.01,2030,Group Quarters - Other,17
188.01,2030,Household,5083
188.01,2035,Group Quarters - College,2
188.01,2035,Group Quarters - Military,0
188.01,2035,Group Quarters - Other,18
188.01,2035,Household,5069
188.01,2040,Group Quarters - College,2
188.01,2040,Group Quarters - Military,0
188.01,2040,Group Quarters - Other,19
188.01,2040,Household,5033
188.01,2045,Group Quarters - College,2
188.01,2045,Group Quarters - Military,0
188.01,2045,Group Quarters - Other,20
188.01,2045,Household,5008
188.01,2050,Group Quarters - College,2
188.01,2050,Group Quarters - Military,0
188.01,2050,Group Quarters - Other,21
188.01,2050,Household,5012
188.02,2012,Group Quarters - College,0
188.02,2012,Group Quarters - Military,0
188.02,2012,Group Quarters - Other,26
188.02,2012,Household,8199
188.02,2020,Group Quarters - College,0
188.02,2020,Group Quarters - Military,0
188.02,2020,Group Quarters - Other,12
188.02,2020,Household,8730
188.02,2025,Group Quarters - College,6
188.02,2025,Group Quarters - Military,0
188.02,2025,Group Quarters - Other,13
188.02,2025,Household,8842
188.02,2030,Group Quarters - College,7
188.02,2030,Group Quarters - Military,0
188.02,2030,Group Quarters - Other,13
188.02,2030,Household,9537
188.02,2035,Group Quarters - College,8
188.02,2035,Group Quarters - Military,0
188.02,2035,Group Quarters - Other,13
188.02,2035,Household,10473
188.02,2040,Group Quarters - College,9
188.02,2040,Group Quarters - Military,0
188.02,2040,Group Quarters - Other,13
188.02,2040,Household,10499
188.02,2045,Group Quarters - College,10
188.02,2045,Group Quarters - Military,0
188.02,2045,Group Quarters - Other,13
188.02,2045,Household,10491
188.02,2050,Group Quarters - College,11
188.02,2050,Group Quarters - Military,0
188.02,2050,Group Quarters - Other,13
188.02,2050,Household,10460
188.03,2012,Group Quarters - College,0
188.03,2012,Group Quarters - Military,0
188.03,2012,Group Quarters - Other,16
188.03,2012,Household,4628
188.03,2020,Group Quarters - College,0
188.03,2020,Group Quarters - Military,0
188.03,2020,Group Quarters - Other,15
188.03,2020,Household,5576
188.03,2025,Group Quarters - College,2
188.03,2025,Group Quarters - Military,0
188.03,2025,Group Quarters - Other,14
188.03,2025,Household,6079
188.03,2030,Group Quarters - College,2
188.03,2030,Group Quarters - Military,0
188.03,2030,Group Quarters - Other,15
188.03,2030,Household,6445
188.03,2035,Group Quarters - College,2
188.03,2035,Group Quarters - Military,0
188.03,2035,Group Quarters - Other,16
188.03,2035,Household,7215
188.03,2040,Group Quarters - College,2
188.03,2040,Group Quarters - Military,0
188.03,2040,Group Quarters - Other,17
188.03,2040,Household,7287
188.03,2045,Group Quarters - College,2
188.03,2045,Group Quarters - Military,0
188.03,2045,Group Quarters - Other,18
188.03,2045,Household,7362
188.03,2050,Group Quarters - College,2
188.03,2050,Group Quarters - Military,0
188.03,2050,Group Quarters - Other,19
188.03,2050,Household,7356
189.03,2012,Group Quarters - College,0
189.03,2012,Group Quarters - Military,0
189.03,2012,Group Quarters - Other,40
189.03,2012,Household,5049
189.03,2020,Group Quarters - College,0
189.03,2020,Group Quarters - Military,0
189.03,2020,Group Quarters - Other,31
189.03,2020,Household,5037
189.03,2025,Group Quarters - College,4
189.03,2025,Group Quarters - Military,0
189.03,2025,Group Quarters - Other,37
189.03,2025,Household,5067
189.03,2030,Group Quarters - College,4
189.03,2030,Group Quarters - Military,0
189.03,2030,Group Quarters - Other,43
189.03,2030,Household,5198
189.03,2035,Group Quarters - College,4
189.03,2035,Group Quarters - Military,0
189.03,2035,Group Quarters - Other,49
189.03,2035,Household,5297
189.03,2040,Group Quarters - College,4
189.03,2040,Group Quarters - Military,0
189.03,2040,Group Quarters - Other,55
189.03,2040,Household,5248
189.03,2045,Group Quarters - College,4
189.03,2045,Group Quarters - Military,0
189.03,2045,Group Quarters - Other,61
189.03,2045,Household,5203
189.03,2050,Group Quarters - College,4
189.03,2050,Group Quarters - Military,0
189.03,2050,Group Quarters - Other,67
189.03,2050,Household,5114
189.04,2012,Group Quarters - College,0
189.04,2012,Group Quarters - Military,0
189.04,2012,Group Quarters - Other,66
189.04,2012,Household,5728
189.04,2020,Group Quarters - College,0
189.04,2020,Group Quarters - Military,0
189.04,2020,Group Quarters - Other,53
189.04,2020,Household,5389
189.04,2025,Group Quarters - College,6
189.04,2025,Group Quarters - Military,0
189.04,2025,Group Quarters - Other,67
189.04,2025,Household,5528
189.04,2030,Group Quarters - College,6
189.04,2030,Group Quarters - Military,0
189.04,2030,Group Quarters - Other,72
189.04,2030,Household,5654
189.04,2035,Group Quarters - College,6
189.04,2035,Group Quarters - Military,0
189.04,2035,Group Quarters - Other,77
189.04,2035,Household,5761
189.04,2040,Group Quarters - College,6
189.04,2040,Group Quarters - Military,0
189.04,2040,Group Quarters - Other,82
189.04,2040,Household,5774
189.04,2045,Group Quarters - College,6
189.04,2045,Group Quarters - Military,0
189.04,2045,Group Quarters - Other,88
189.04,2045,Household,6068
189.04,2050,Group Quarters - College,6
189.04,2050,Group Quarters - Military,0
189.04,2050,Group Quarters - Other,94
189.04,2050,Household,6091
189.05,2012,Group Quarters - College,0
189.05,2012,Group Quarters - Military,0
189.05,2012,Group Quarters - Other,10
189.05,2012,Household,6827
189.05,2020,Group Quarters - College,0
189.05,2020,Group Quarters - Military,0
189.05,2020,Group Quarters - Other,3
189.05,2020,Household,7559
189.05,2025,Group Quarters - College,2
189.05,2025,Group Quarters - Military,0
189.05,2025,Group Quarters - Other,2
189.05,2025,Household,7769
189.05,2030,Group Quarters - College,2
189.05,2030,Group Quarters - Military,0
189.05,2030,Group Quarters - Other,2
189.05,2030,Household,7750
189.05,2035,Group Quarters - College,2
189.05,2035,Group Quarters - Military,0
189.05,2035,Group Quarters - Other,2
189.05,2035,Household,7989
189.05,2040,Group Quarters - College,2
189.05,2040,Group Quarters - Military,0
189.05,2040,Group Quarters - Other,2
189.05,2040,Household,8323
189.05,2045,Group Quarters - College,2
189.05,2045,Group Quarters - Military,0
189.05,2045,Group Quarters - Other,2
189.05,2045,Household,8732
189.05,2050,Group Quarters - College,2
189.05,2050,Group Quarters - Military,0
189.05,2050,Group Quarters - Other,2
189.05,2050,Household,8804
189.06,2012,Group Quarters - College,0
189.06,2012,Group Quarters - Military,0
189.06,2012,Group Quarters - Other,10
189.06,2012,Household,6136
189.06,2020,Group Quarters - College,0
189.06,2020,Group Quarters - Military,0
189.06,2020,Group Quarters - Other,5
189.06,2020,Household,6853
189.06,2025,Group Quarters - College,2
189.06,2025,Group Quarters - Military,0
189.06,2025,Group Quarters - Other,8
189.06,2025,Household,7117
189.06,2030,Group Quarters - College,2
189.06,2030,Group Quarters - Military,0
189.06,2030,Group Quarters - Other,9
189.06,2030,Household,7421
189.06,2035,Group Quarters - College,2
189.06,2035,Group Quarters - Military,0
189.06,2035,Group Quarters - Other,10
189.06,2035,Household,7458
189.06,2040,Group Quarters - College,2
189.06,2040,Group Quarters - Military,0
189.06,2040,Group Quarters - Other,11
189.06,2040,Household,7772
189.06,2045,Group Quarters - College,2
189.06,2045,Group Quarters - Military,0
189.06,2045,Group Quarters - Other,12
189.06,2045,Household,7839
189.06,2050,Group Quarters - College,2
189.06,2050,Group Quarters - Military,0
189.06,2050,Group Quarters - Other,13
189.06,2050,Household,7836
19,2012,Group Quarters - College,0
19,2012,Group Quarters - Military,0
19,2012,Group Quarters - Other,14
19,2012,Household,2954
19,2020,Group Quarters - College,0
19,2020,Group Quarters - Military,0
19,2020,Group Quarters - Other,13
19,2020,Household,3059
19,2025,Group Quarters - College,3
19,2025,Group Quarters - Military,0
19,2025,Group Quarters - Other,12
19,2025,Household,3057
19,2030,Group Quarters - College,2
19,2030,Group Quarters - Military,0
19,2030,Group Quarters - Other,13
19,2030,Household,3095
19,2035,Group Quarters - College,1
19,2035,Group Quarters - Military,0
19,2035,Group Quarters - Other,14
19,2035,Household,3109
19,2040,Group Quarters - College,0
19,2040,Group Quarters - Military,0
19,2040,Group Quarters - Other,15
19,2040,Household,3078
19,2045,Group Quarters - College,0
19,2045,Group Quarters - Military,0
19,2045,Group Quarters - Other,15
19,2045,Household,3072
19,2050,Group Quarters - College,0
19,2050,Group Quarters - Military,0
19,2050,Group Quarters - Other,15
19,2050,Household,3066
190.01,2012,Group Quarters - College,0
190.01,2012,Group Quarters - Military,0
190.01,2012,Group Quarters - Other,35
190.01,2012,Household,5952
190.01,2020,Group Quarters - College,0
190.01,2020,Group Quarters - Military,0
190.01,2020,Group Quarters - Other,26
190.01,2020,Household,6579
190.01,2025,Group Quarters - College,4
190.01,2025,Group Quarters - Military,0
190.01,2025,Group Quarters - Other,33
190.01,2025,Household,7237
190.01,2030,Group Quarters - College,4
190.01,2030,Group Quarters - Military,0
190.01,2030,Group Quarters - Other,36
190.01,2030,Household,7766
190.01,2035,Group Quarters - College,4
190.01,2035,Group Quarters - Military,0
190.01,2035,Group Quarters - Other,39
190.01,2035,Household,8121
190.01,2040,Group Quarters - College,4
190.01,2040,Group Quarters - Military,0
190.01,2040,Group Quarters - Other,42
190.01,2040,Household,8243
190.01,2045,Group Quarters - College,4
190.01,2045,Group Quarters - Military,0
190.01,2045,Group Quarters - Other,45
190.01,2045,Household,8384
190.01,2050,Group Quarters - College,4
190.01,2050,Group Quarters - Military,0
190.01,2050,Group Quarters - Other,49
190.01,2050,Household,8422
190.02,2012,Group Quarters - College,0
190.02,2012,Group Quarters - Military,0
190.02,2012,Group Quarters - Other,89
190.02,2012,Household,1691
190.02,2020,Group Quarters - College,0
190.02,2020,Group Quarters - Military,0
190.02,2020,Group Quarters - Other,86
190.02,2020,Household,3728
190.02,2025,Group Quarters - College,2
190.02,2025,Group Quarters - Military,0
190.02,2025,Group Quarters - Other,85
190.02,2025,Household,3745
190.02,2030,Group Quarters - College,2
190.02,2030,Group Quarters - Military,0
190.02,2030,Group Quarters - Other,85
190.02,2030,Household,4182
190.02,2035,Group Quarters - College,2
190.02,2035,Group Quarters - Military,0
190.02,2035,Group Quarters - Other,85
190.02,2035,Household,5826
190.02,2040,Group Quarters - College,2
190.02,2040,Group Quarters - Military,0
190.02,2040,Group Quarters - Other,85
190.02,2040,Household,5913
190.02,2045,Group Quarters - College,2
190.02,2045,Group Quarters - Military,0
190.02,2045,Group Quarters - Other,85
190.02,2045,Household,5970
190.02,2050,Group Quarters - College,2
190.02,2050,Group Quarters - Military,0
190.02,2050,Group Quarters - Other,85
190.02,2050,Household,5989
191.01,2012,Group Quarters - College,0
191.01,2012,Group Quarters - Military,0
191.01,2012,Group Quarters - Other,26
191.01,2012,Household,7772
191.01,2020,Group Quarters - College,0
191.01,2020,Group Quarters - Military,0
191.01,2020,Group Quarters - Other,22
191.01,2020,Household,8849
191.01,2025,Group Quarters - College,2
191.01,2025,Group Quarters - Military,0
191.01,2025,Group Quarters - Other,25
191.01,2025,Household,9032
191.01,2030,Group Quarters - College,2
191.01,2030,Group Quarters - Military,0
191.01,2030,Group Quarters - Other,26
191.01,2030,Household,9326
191.01,2035,Group Quarters - College,2
191.01,2035,Group Quarters - Military,0
191.01,2035,Group Quarters - Other,27
191.01,2035,Household,9900
191.01,2040,Group Quarters - College,2
191.01,2040,Group Quarters - Military,0
191.01,2040,Group Quarters - Other,28
191.01,2040,Household,10058
191.01,2045,Group Quarters - College,2
191.01,2045,Group Quarters - Military,0
191.01,2045,Group Quarters - Other,29
191.01,2045,Household,10198
191.01,2050,Group Quarters - College,2
191.01,2050,Group Quarters - Military,0
191.01,2050,Group Quarters - Other,30
191.01,2050,Household,10213
191.03,2012,Group Quarters - College,0
191.03,2012,Group Quarters - Military,0
191.03,2012,Group Quarters - Other,8
191.03,2012,Household,6401
191.03,2020,Group Quarters - College,0
191.03,2020,Group Quarters - Military,0
191.03,2020,Group Quarters - Other,1
191.03,2020,Household,8153
191.03,2025,Group Quarters - College,2
191.03,2025,Group Quarters - Military,0
191.03,2025,Group Quarters - Other,2
191.03,2025,Household,8447
191.03,2030,Group Quarters - College,2
191.03,2030,Group Quarters - Military,0
191.03,2030,Group Quarters - Other,3
191.03,2030,Household,8805
191.03,2035,Group Quarters - College,2
191.03,2035,Group Quarters - Military,0
191.03,2035,Group Quarters - Other,4
191.03,2035,Household,9161
191.03,2040,Group Quarters - College,2
191.03,2040,Group Quarters - Military,0
191.03,2040,Group Quarters - Other,5
191.03,2040,Household,9212
191.03,2045,Group Quarters - College,2
191.03,2045,Group Quarters - Military,0
191.03,2045,Group Quarters - Other,6
191.03,2045,Household,9313
191.03,2050,Group Quarters - College,2
191.03,2050,Group Quarters - Military,0
191.03,2050,Group Quarters - Other,7
191.03,2050,Household,9311
191.05,2012,Group Quarters - College,0
191.05,2012,Group Quarters - Military,0
191.05,2012,Group Quarters - Other,28
191.05,2012,Household,5759
191.05,2020,Group Quarters - College,0
191.05,2020,Group Quarters - Military,0
191.05,2020,Group Quarters - Other,24
191.05,2020,Household,6982
191.05,2025,Group Quarters - College,2
191.05,2025,Group Quarters - Military,0
191.05,2025,Group Quarters - Other,26
191.05,2025,Household,7214
191.05,2030,Group Quarters - College,2
191.05,2030,Group Quarters - Military,0
191.05,2030,Group Quarters - Other,28
191.05,2030,Household,7690
191.05,2035,Group Quarters - College,2
191.05,2035,Group Quarters - Military,0
191.05,2035,Group Quarters - Other,30
191.05,2035,Household,8273
191.05,2040,Group Quarters - College,2
191.05,2040,Group Quarters - Military,0
191.05,2040,Group Quarters - Other,32
191.05,2040,Household,8629
191.05,2045,Group Quarters - College,2
191.05,2045,Group Quarters - Military,0
191.05,2045,Group Quarters - Other,34
191.05,2045,Household,10161
191.05,2050,Group Quarters - College,2
191.05,2050,Group Quarters - Military,0
191.05,2050,Group Quarters - Other,36
191.05,2050,Household,10185
191.06,2012,Group Quarters - College,0
191.06,2012,Group Quarters - Military,0
191.06,2012,Group Quarters - Other,31
191.06,2012,Household,9172
191.06,2020,Group Quarters - College,0
191.06,2020,Group Quarters - Military,0
191.06,2020,Group Quarters - Other,22
191.06,2020,Household,10049
191.06,2025,Group Quarters - College,4
191.06,2025,Group Quarters - Military,0
191.06,2025,Group Quarters - Other,24
191.06,2025,Household,10377
191.06,2030,Group Quarters - College,4
191.06,2030,Group Quarters - Military,0
191.06,2030,Group Quarters - Other,28
191.06,2030,Household,10778
191.06,2035,Group Quarters - College,4
191.06,2035,Group Quarters - Military,0
191.06,2035,Group Quarters - Other,32
191.06,2035,Household,11232
191.06,2040,Group Quarters - College,4
191.06,2040,Group Quarters - Military,0
191.06,2040,Group Quarters - Other,36
191.06,2040,Household,11304
191.06,2045,Group Quarters - College,4
191.06,2045,Group Quarters - Military,0
191.06,2045,Group Quarters - Other,40
191.06,2045,Household,11418
191.06,2050,Group Quarters - College,4
191.06,2050,Group Quarters - Military,0
191.06,2050,Group Quarters - Other,44
191.06,2050,Household,11416
191.07,2012,Group Quarters - College,0
191.07,2012,Group Quarters - Military,0
191.07,2012,Group Quarters - Other,0
191.07,2012,Household,2154
191.07,2020,Group Quarters - College,0
191.07,2020,Group Quarters - Military,0
191.07,2020,Group Quarters - Other,0
191.07,2020,Household,2291
191.07,2025,Group Quarters - College,0
191.07,2025,Group Quarters - Military,0
191.07,2025,Group Quarters - Other,0
191.07,2025,Household,2370
191.07,2030,Group Quarters - College,0
191.07,2030,Group Quarters - Military,0
191.07,2030,Group Quarters - Other,0
191.07,2030,Household,2405
191.07,2035,Group Quarters - College,0
191.07,2035,Group Quarters - Military,0
191.07,2035,Group Quarters - Other,0
191.07,2035,Household,2536
191.07,2040,Group Quarters - College,0
191.07,2040,Group Quarters - Military,0
191.07,2040,Group Quarters - Other,0
191.07,2040,Household,2513
191.07,2045,Group Quarters - College,0
191.07,2045,Group Quarters - Military,0
191.07,2045,Group Quarters - Other,0
191.07,2045,Household,2514
191.07,2050,Group Quarters - College,0
191.07,2050,Group Quarters - Military,0
