TRACT,YEAR,HOUSING TYPE,POPULATION
105.01,2035,Household,1649
105.01,2040,Group Quarters - College,0
105.01,2040,Group Quarters - Military,0
105.01,2040,Group Quarters - Other,0
105.01,2040,Household,1635
105.01,2045,Group Quarters - College,0
105.01,2045,Group Quarters - Military,0
105.01,2045,Group Quarters - Other,0
105.01,2045,Household,1624
105.01,2050,Group Quarters - College,0
105.01,2050,Group Quarters - Military,0
105.01,2050,Group Quarters - Other,0
105.01,2050,Household,1625
105.02,2012,Group Quarters - College,0
105.02,2012,Group Quarters - Military,0
105.02,2012,Group Quarters - Other,0
105.02,2012,Household,5592
105.02,2020,Group Quarters - College,0
105.02,2020,Group Quarters - Military,0
105.02,2020,Group Quarters - Other,0
105.02,2020,Household,6079
105.02,2025,Group Quarters - College,0
105.02,2025,Group Quarters - Military,0
105.02,2025,Group Quarters - Other,0
105.02,2025,Household,6779
105.02,2030,Group Quarters - College,0
105.02,2030,Group Quarters - Military,0
105.02,2030,Group Quarters - Other,0
105.02,2030,Household,7668
105.02,2035,Group Quarters - College,0
105.02,2035,Group Quarters - Military,0
105.02,2035,Group Quarters - Other,0
105.02,2035,Household,7730
105.02,2040,Group Quarters - College,0
105.02,2040,Group Quarters - Military,0
105.02,2040,Group Quarters - Other,0
105.02,2040,Household,8633
105.02,2045,Group Quarters - College,0
105.02,2045,Group Quarters - Military,0
105.02,2045,Group Quarters - Other,0
105.02,2045,Household,8626
105.02,2050,Group Quarters - College,0
105.02,2050,Group Quarters - Military,0
105.02,2050,Group Quarters - Other,0
105.02,2050,Household,8739
106.01,2012,Group Quarters - College,0
106.01,2012,Group Quarters - Military,0
106.01,2012,Group Quarters - Other,0
106.01,2012,Household,2211
106.01,2020,Group Quarters - College,0
106.01,2020,Group Quarters - Military,0
106.01,2020,Group Quarters - Other,0
106.01,2020,Household,2225
106.01,2025,Group Quarters - College,0
106.01,2025,Group Quarters - Military,0
106.01,2025,Group Quarters - Other,0
106.01,2025,Household,2230
106.01,2030,Group Quarters - College,0
106.01,2030,Group Quarters - Military,0
106.01,2030,Group Quarters - Other,0
106.01,2030,Household,2244
106.01,2035,Group Quarters - College,0
106.01,2035,Group Quarters - Military,0
106.01,2035,Group Quarters - Other,0
106.01,2035,Household,2240
106.01,2040,Group Quarters - College,0
106.01,2040,Group Quarters - Military,0
106.01,2040,Group Quarters - Other,0
106.01,2040,Household,2231
106.01,2045,Group Quarters - College,0
106.01,2045,Group Quarters - Military,0
106.01,2045,Group Quarters - Other,0
106.01,2045,Household,2228
106.01,2050,Group Quarters - College,0
106.01,2050,Group Quarters - Military,0
106.01,2050,Group Quarters - Other,0
106.01,2050,Household,2231
108,2012,Group Quarters - College,0
108,2012,Group Quarters - Military,0
108,2012,Group Quarters - Other,0
108,2012,Household,2375
108,2020,Group Quarters - College,0
108,2020,Group Quarters - Military,0
108,2020,Group Quarters - Other,0
108,2020,Household,2454
108,2025,Group Quarters - College,0
108,2025,Group Quarters - Military,0
108,2025,Group Quarters - Other,0
108,2025,Household,2542
108,2030,Group Quarters - College,0
108,2030,Group Quarters - Military,0
108,2030,Group Quarters - Other,0
108,2030,Household,2531
108,2035,Group Quarters - College,0
108,2035,Group Quarters - Military,0
108,2035,Group Quarters - Other,0
108,2035,Household,2556
108,2040,Group Quarters - College,0
108,2040,Group Quarters - Military,0
108,2040,Group Quarters - Other,0
108,2040,Household,2631
108,2045,Group Quarters - College,0
108,2045,Group Quarters - Military,0
108,2045,Group Quarters - Other,0
108,2045,Household,2745
108,2050,Group Quarters - College,0
108,2050,Group Quarters - Military,0
108,2050,Group Quarters - Other,0
108,2050,Household,2751
109,2012,Group Quarters - College,0
109,2012,Group Quarters - Military,0
109,2012,Group Quarters - Other,43
109,2012,Household,1742
109,2020,Group Quarters - College,0
109,2020,Group Quarters - Military,0
109,2020,Group Quarters - Other,17
109,2020,Household,1774
109,2025,Group Quarters - College,2
109,2025,Group Quarters - Military,0
109,2025,Group Quarters - Other,15
109,2025,Household,1826
109,2030,Group Quarters - College,2
109,2030,Group Quarters - Military,0
109,2030,Group Quarters - Other,15
109,2030,Household,1829
109,2035,Group Quarters - College,2
109,2035,Group Quarters - Military,0
109,2035,Group Quarters - Other,15
109,2035,Household,1837
109,2040,Group Quarters - College,2
109,2040,Group Quarters - Military,0
109,2040,Group Quarters - Other,15
109,2040,Household,1839
109,2045,Group Quarters - College,2
109,2045,Group Quarters - Military,0
109,2045,Group Quarters - Other,15
109,2045,Household,1837
109,2050,Group Quarters - College,2
109,2050,Group Quarters - Military,0
109,2050,Group Quarters - Other,15
109,2050,Household,1825
11,2012,Group Quarters - College,0
11,2012,Group Quarters - Military,0
11,2012,Group Quarters - Other,2
11,2012,Household,3112
11,2020,Group Quarters - College,0
11,2020,Group Quarters - Military,0
11,2020,Group Quarters - Other,1
11,2020,Household,3268
11,2025,Group Quarters - College,3
11,2025,Group Quarters - Military,0
11,2025,Group Quarters - Other,2
11,2025,Household,4003
11,2030,Group Quarters - College,3
11,2030,Group Quarters - Military,0
11,2030,Group Quarters - Other,3
11,2030,Household,4021
11,2035,Group Quarters - College,2
11,2035,Group Quarters - Military,0
11,2035,Group Quarters - Other,5
11,2035,Household,4009
11,2040,Group Quarters - College,1
11,2040,Group Quarters - Military,0
11,2040,Group Quarters - Other,7
11,2040,Household,3966
11,2045,Group Quarters - College,0
11,2045,Group Quarters - Military,0
11,2045,Group Quarters - Other,10
11,2045,Household,3911
11,2050,Group Quarters - College,0
11,2050,Group Quarters - Military,0
11,2050,Group Quarters - Other,12
11,2050,Household,3855
110,2012,Group Quarters - College,0
110,2012,Group Quarters - Military,0
110,2012,Group Quarters - Other,136
110,2012,Household,2675
110,2020,Group Quarters - College,0
110,2020,Group Quarters - Military,0
110,2020,Group Quarters - Other,132
110,2020,Household,2739
110,2025,Group Quarters - College,2
110,2025,Group Quarters - Military,0
110,2025,Group Quarters - Other,130
110,2025,Household,2803
110,2030,Group Quarters - College,2
110,2030,Group Quarters - Military,0
110,2030,Group Quarters - Other,130
110,2030,Household,2843
110,2035,Group Quarters - College,2
110,2035,Group Quarters - Military,0
110,2035,Group Quarters - Other,130
110,2035,Household,2851
110,2040,Group Quarters - College,2
110,2040,Group Quarters - Military,0
110,2040,Group Quarters - Other,130
110,2040,Household,2864
110,2045,Group Quarters - College,2
110,2045,Group Quarters - Military,0
110,2045,Group Quarters - Other,130
110,2045,Household,2837
110,2050,Group Quarters - College,2
110,2050,Group Quarters - Military,0
110,2050,Group Quarters - Other,130
110,2050,Household,2839
111,2012,Group Quarters - College,0
111,2012,Group Quarters - Military,0
111,2012,Group Quarters - Other,0
111,2012,Household,3756
111,2020,Group Quarters - College,0
111,2020,Group Quarters - Military,0
111,2020,Group Quarters - Other,0
111,2020,Household,3925
111,2025,Group Quarters - College,0
111,2025,Group Quarters - Military,0
111,2025,Group Quarters - Other,0
111,2025,Household,3994
111,2030,Group Quarters - College,0
111,2030,Group Quarters - Military,0
111,2030,Group Quarters - Other,0
111,2030,Household,4033
111,2035,Group Quarters - College,0
111,2035,Group Quarters - Military,0
111,2035,Group Quarters - Other,0
111,2035,Household,4081
111,2040,Group Quarters - College,0
111,2040,Group Quarters - Military,0
111,2040,Group Quarters - Other,0
111,2040,Household,4117
111,2045,Group Quarters - College,0
111,2045,Group Quarters - Military,0
111,2045,Group Quarters - Other,0
111,2045,Household,4028
111,2050,Group Quarters - College,0
111,2050,Group Quarters - Military,0
111,2050,Group Quarters - Other,0
111,2050,Household,4014
113,2012,Group Quarters - College,0
113,2012,Group Quarters - Military,4627
113,2012,Group Quarters - Other,0
113,2012,Household,115
113,2020,Group Quarters - College,0
113,2020,Group Quarters - Military,4627
113,2020,Group Quarters - Other,0
113,2020,Household,121
113,2025,Group Quarters - College,0
113,2025,Group Quarters - Military,4627
113,2025,Group Quarters - Other,0
113,2025,Household,124
113,2030,Group Quarters - College,0
113,2030,Group Quarters - Military,4627
113,2030,Group Quarters - Other,0
113,2030,Household,120
113,2035,Group Quarters - College,0
113,2035,Group Quarters - Military,4627
113,2035,Group Quarters - Other,0
113,2035,Household,122
113,2040,Group Quarters - College,0
113,2040,Group Quarters - Military,4627
113,2040,Group Quarters - Other,0
113,2040,Household,121
113,2045,Group Quarters - College,0
113,2045,Group Quarters - Military,4627
113,2045,Group Quarters - Other,0
113,2045,Household,118
113,2050,Group Quarters - College,0
113,2050,Group Quarters - Military,4627
113,2050,Group Quarters - Other,0
113,2050,Household,121
116.01,2012,Group Quarters - College,0
116.01,2012,Group Quarters - Military,0
116.01,2012,Group Quarters - Other,63
116.01,2012,Household,5717
116.01,2020,Group Quarters - College,0
116.01,2020,Group Quarters - Military,0
116.01,2020,Group Quarters - Other,60
116.01,2020,Household,5750
116.01,2025,Group Quarters - College,4
116.01,2025,Group Quarters - Military,0
116.01,2025,Group Quarters - Other,59
116.01,2025,Household,5753
116.01,2030,Group Quarters - College,4
116.01,2030,Group Quarters - Military,0
116.01,2030,Group Quarters - Other,59
116.01,2030,Household,5751
116.01,2035,Group Quarters - College,4
116.01,2035,Group Quarters - Military,0
116.01,2035,Group Quarters - Other,60
116.01,2035,Household,5786
116.01,2040,Group Quarters - College,4
116.01,2040,Group Quarters - Military,0
116.01,2040,Group Quarters - Other,61
116.01,2040,Household,5797
116.01,2045,Group Quarters - College,4
116.01,2045,Group Quarters - Military,0
116.01,2045,Group Quarters - Other,63
116.01,2045,Household,5500
116.01,2050,Group Quarters - College,4
116.01,2050,Group Quarters - Military,0
116.01,2050,Group Quarters - Other,65
116.01,2050,Household,5551
116.02,2012,Group Quarters - College,0
116.02,2012,Group Quarters - Military,0
116.02,2012,Group Quarters - Other,101
116.02,2012,Household,3051
116.02,2020,Group Quarters - College,0
116.02,2020,Group Quarters - Military,0
116.02,2020,Group Quarters - Other,90
116.02,2020,Household,3021
116.02,2025,Group Quarters - College,6
116.02,2025,Group Quarters - Military,0
116.02,2025,Group Quarters - Other,92
116.02,2025,Household,3027
116.02,2030,Group Quarters - College,6
116.02,2030,Group Quarters - Military,0
116.02,2030,Group Quarters - Other,96
116.02,2030,Household,3016
116.02,2035,Group Quarters - College,6
116.02,2035,Group Quarters - Military,0
116.02,2035,Group Quarters - Other,100
116.02,2035,Household,2990
116.02,2040,Group Quarters - College,6
116.02,2040,Group Quarters - Military,0
116.02,2040,Group Quarters - Other,104
116.02,2040,Household,2930
116.02,2045,Group Quarters - College,6
116.02,2045,Group Quarters - Military,0
116.02,2045,Group Quarters - Other,108
116.02,2045,Household,2914
116.02,2050,Group Quarters - College,6
116.02,2050,Group Quarters - Military,0
116.02,2050,Group Quarters - Other,112
116.02,2050,Household,2002
117,2012,Group Quarters - College,0
117,2012,Group Quarters - Military,0
117,2012,Group Quarters - Other,72
117,2012,Household,6748
117,2020,Group Quarters - College,0
117,2020,Group Quarters - Military,0
117,2020,Group Quarters - Other,57
117,2020,Household,7149
117,2025,Group Quarters - College,8
117,2025,Group Quarters - Military,0
117,2025,Group Quarters - Other,57
117,2025,Household,7044
117,2030,Group Quarters - College,8
117,2030,Group Quarters - Military,0
117,2030,Group Quarters - Other,58
117,2030,Household,6885
117,2035,Group Quarters - College,8
117,2035,Group Quarters - Military,0
117,2035,Group Quarters - Other,59
117,2035,Household,6779
117,2040,Group Quarters - College,8
117,2040,Group Quarters - Military,0
117,2040,Group Quarters - Other,60
117,2040,Household,6378
117,2045,Group Quarters - College,8
117,2045,Group Quarters - Military,0
117,2045,Group Quarters - Other,61
117,2045,Household,6247
117,2050,Group Quarters - College,8
117,2050,Group Quarters - Military,0
117,2050,Group Quarters - Other,63
117,2050,Household,9193
118.01,2012,Group Quarters - College,0
118.01,2012,Group Quarters - Military,122
118.01,2012,Group Quarters - Other,8
118.01,2012,Household,3750
118.01,2020,Group Quarters - College,0
118.01,2020,Group Quarters - Military,122
118.01,2020,Group Quarters - Other,3
118.01,2020,Household,3632
118.01,2025,Group Quarters - College,2
118.01,2025,Group Quarters - Military,122
118.01,2025,Group Quarters - Other,3
118.01,2025,Household,3760
118.01,2030,Group Quarters - College,2
118.01,2030,Group Quarters - Military,122
118.01,2030,Group Quarters - Other,3
118.01,2030,Household,3999
118.01,2035,Group Quarters - College,2
118.01,2035,Group Quarters - Military,122
118.01,2035,Group Quarters - Other,3
118.01,2035,Household,4550
118.01,2040,Group Quarters - College,2
118.01,2040,Group Quarters - Military,122
118.01,2040,Group Quarters - Other,3
118.01,2040,Household,5621
118.01,2045,Group Quarters - College,2
118.01,2045,Group Quarters - Military,122
118.01,2045,Group Quarters - Other,3
118.01,2045,Household,6098
118.01,2050,Group Quarters - College,2
118.01,2050,Group Quarters - Military,122
118.01,2050,Group Quarters - Other,3
118.01,2050,Household,6039
118.02,2012,Group Quarters - College,0
118.02,2012,Group Quarters - Military,0
118.02,2012,Group Quarters - Other,6
118.02,2012,Household,6672
118.02,2020,Group Quarters - College,0
118.02,2020,Group Quarters - Military,0
118.02,2020,Group Quarters - Other,4
118.02,2020,Household,7089
118.02,2025,Group Quarters - College,2
118.02,2025,Group Quarters - Military,0
118.02,2025,Group Quarters - Other,2
118.02,2025,Household,8720
118.02,2030,Group Quarters - College,2
118.02,2030,Group Quarters - Military,0
118.02,2030,Group Quarters - Other,2
118.02,2030,Household,9639
118.02,2035,Group Quarters - College,2
118.02,2035,Group Quarters - Military,0
118.02,2035,Group Quarters - Other,2
118.02,2035,Household,9845
118.02,2040,Group Quarters - College,2
118.02,2040,Group Quarters - Military,0
118.02,2040,Group Quarters - Other,2
118.02,2040,Household,10842
118.02,2045,Group Quarters - College,2
118.02,2045,Group Quarters - Military,0
118.02,2045,Group Quarters - Other,2
118.02,2045,Household,11016
118.02,2050,Group Quarters - College,2
118.02,2050,Group Quarters - Military,0
118.02,2050,Group Quarters - Other,2
118.02,2050,Household,10997
119.02,2012,Group Quarters - College,0
